,log2FoldChange,padj,contrasted_with
ENSG00000103522,2.6027749071096227,1.4062961854212664e-08,H1ESC
ENSG00000110876,6.206819702908708,9.140953174133968e-23,H1ESC
ENSG00000168769,2.359110878716476,1.589643805439635e-41,H1ESC
ENSG00000198663,3.01291125984835,1.490782627292241e-140,H1ESC
ENSG00000057019,2.8872258414202223,3.5230712708567254e-23,H1ESC
ENSG00000155970,2.1927826415344303,3.409674240085612e-17,H1ESC
ENSG00000222005,4.014617819930616,0.004702961525985443,H1ESC
ENSG00000170485,3.0848484642675067,7.354972622429397e-23,H1ESC
ENSG00000280143,2.8295640108486366,1.3726445867855785e-24,H1ESC
ENSG00000134871,2.3147315587978223,6.725783667463297e-33,H1ESC
ENSG00000165757,3.679544134298279,4.737709593773016e-43,H1ESC
ENSG00000177606,3.2861567110995096,8.41411537743015e-93,H1ESC
ENSG00000164292,4.511589014100664,1.863323154342356e-88,H1ESC
ENSG00000170214,2.382774322359018,0.020092118008173475,H1ESC
ENSG00000154027,3.710154214546912,6.057046863948469e-87,H1ESC
ENSG00000180488,2.078890204010807,1.4635597368870755e-36,H1ESC
ENSG00000084070,3.068218689399949,2.8498108424968223e-52,H1ESC
ENSG00000185697,3.5580335590693806,1.687430796012989e-52,H1ESC
ENSG00000185340,2.5979969209993854,1.816799212985182e-67,H1ESC
ENSG00000213699,2.109217316881606,7.935426657920133e-45,H1ESC
ENSG00000174282,3.0919550348081506,7.312285077991004e-106,H1ESC
ENSG00000138119,8.024148286422545,0.0,H1ESC
ENSG00000144746,2.4555151807157447,1.5852005268172746e-63,H1ESC
ENSG00000117151,2.245798956644928,3.1749536852754417e-21,H1ESC
ENSG00000083444,3.317130886142813,1.618448278210081e-90,H1ESC
ENSG00000197106,4.021222471277465,9.150829713049667e-17,H1ESC
ENSG00000141756,2.069667511143794,3.1193467678321382e-49,H1ESC
ENSG00000213949,3.377438331618587,1.8592358822862194e-41,H1ESC
ENSG00000138639,6.282002743054249,8.657016182486147e-50,H1ESC
ENSG00000163191,3.611736568807139,6.27208195340124e-188,H1ESC
ENSG00000180530,2.497718591590892,4.5924422082534324e-49,H1ESC
ENSG00000148053,3.30530933588744,4.568245469663195e-05,H1ESC
ENSG00000164088,2.4011837726511898,1.892594620494185e-41,H1ESC
ENSG00000196754,3.928950069522001,9.23655417822329e-13,H1ESC
ENSG00000136114,4.446968767567907,1.95816427877699e-20,H1ESC
ENSG00000197256,2.462086502564882,5.4646542144782904e-73,H1ESC
ENSG00000182095,4.714776841215016,5.344677709861694e-209,H1ESC
ENSG00000112964,3.4485510811302404,3.0038903838061175e-14,H1ESC
ENSG00000080493,4.545308069722763,6.944900727002809e-98,H1ESC
ENSG00000163453,10.84870977364095,1.364285078069353e-126,H1ESC
ENSG00000072840,2.5683684236194906,7.427124595256401e-81,H1ESC
ENSG00000184371,4.785241885872627,7.497273138281025e-42,H1ESC
ENSG00000165410,3.7604549333806006,3.7271975945194937e-138,H1ESC
ENSG00000115935,3.366719075978861,2.448975854661807e-97,H1ESC
ENSG00000153214,2.690450690254757,4.489285058828596e-91,H1ESC
ENSG00000081923,5.293161056524323,2.884466046229495e-143,H1ESC
ENSG00000122707,4.876654002652766,1.3495387634566074e-269,H1ESC
ENSG00000153558,2.5499053828095786,1.1721652902821591e-23,H1ESC
ENSG00000143479,2.1725460417657763,2.5357130121024847e-41,H1ESC
ENSG00000166482,3.6171833634429604,2.705473593511596e-24,H1ESC
ENSG00000197879,2.5381282466791926,2.759740382822514e-106,H1ESC
ENSG00000148634,3.180895798466498,3.122247285478893e-110,H1ESC
ENSG00000185760,5.255411841608594,6.009027432592504e-63,H1ESC
ENSG00000185070,3.0793871250693763,8.24023753827493e-34,H1ESC
ENSG00000150938,5.547172531843514,0.0,H1ESC
ENSG00000144426,2.048179470354429,1.0488253768137532e-23,H1ESC
ENSG00000065413,2.2659002887991773,6.668855744004285e-11,H1ESC
ENSG00000082014,3.58772310803115,1.6768161991847832e-71,H1ESC
ENSG00000167767,6.701512332869841,3.244881453169052e-14,H1ESC
ENSG00000178031,7.2991317784738285,1.7215980233173285e-69,H1ESC
ENSG00000170153,2.08415469106674,4.0419671510688693e-22,H1ESC
ENSG00000128283,3.638435813673832,1.5090366490012776e-150,H1ESC
ENSG00000138356,3.5225332623510246,1.1300160212407588e-68,H1ESC
ENSG00000204381,4.148479826726665,7.273986220442439e-52,H1ESC
ENSG00000049192,3.9045756193478116,1.4242017778835918e-90,H1ESC
ENSG00000111727,4.027667291057679,1.435418333150651e-110,H1ESC
ENSG00000065357,2.518761195994305,2.121002207446853e-48,H1ESC
ENSG00000197506,7.620110795006055,0.0029808156336061913,H1ESC
ENSG00000145431,5.774804928052478,1.9486998895314126e-126,H1ESC
ENSG00000139899,3.218814905495726,2.73639594599369e-13,H1ESC
ENSG00000172935,2.8342912558681888,8.426637322642331e-51,H1ESC
ENSG00000140853,3.4149031789961724,1.4121399486302638e-53,H1ESC
ENSG00000235531,3.7282978477576623,8.081907889752146e-22,H1ESC
ENSG00000165887,3.6396474709734443,0.0017552478073669974,H1ESC
ENSG00000172403,3.6232615405568898,4.322442257879365e-17,H1ESC
ENSG00000078401,2.8517466262786892,1.972774088282619e-10,H1ESC
ENSG00000204262,4.300630491682969,4.238961587332759e-107,H1ESC
ENSG00000185924,3.0872861972032863,2.0477881993065968e-05,H1ESC
ENSG00000166949,3.183091674283418,4.272717334186387e-24,H1ESC
ENSG00000113140,3.907629091845807,1.0173707802306204e-87,H1ESC
ENSG00000164283,11.945862832272581,4.402407742984576e-05,H1ESC
ENSG00000125827,2.0612163903259457,4.7105986042921255e-34,H1ESC
ENSG00000177628,3.8731941072385823,1.1889981044705547e-103,H1ESC
ENSG00000110427,4.785814635087943,2.921006472318075e-177,H1ESC
ENSG00000182934,2.1209582187159364,3.9386056090546425e-89,H1ESC
ENSG00000005884,4.073366513956573,1.3613997835911703e-204,H1ESC
ENSG00000181904,2.131209516418485,1.4637506043209302e-43,H1ESC
ENSG00000181072,4.293598275568304,9.328742456740702e-09,H1ESC
ENSG00000101417,2.015947507151838,3.9406531709268904e-20,H1ESC
ENSG00000074527,6.3687311949773076,1.5171497609829356e-83,H1ESC
ENSG00000009413,2.51561882147935,3.755794623998181e-39,H1ESC
ENSG00000169908,5.745748379808256,3.2112528452399615e-06,H1ESC
ENSG00000132718,2.6935881912956323,1.0340006609377327e-70,H1ESC
ENSG00000259583,3.3521239077251392,9.556049497761622e-11,H1ESC
ENSG00000146859,7.196849623253139,0.005451765041021832,H1ESC
ENSG00000116260,2.139691509373673,5.499213584416242e-38,H1ESC
ENSG00000171206,2.2705784585294895,5.501571090249771e-87,H1ESC
ENSG00000109680,2.6766474024454423,4.633714510157307e-27,H1ESC
ENSG00000100106,2.0567852105667397,2.007820217422675e-31,H1ESC
ENSG00000226965,5.9403399375658745,0.017096416292312844,H1ESC
ENSG00000106992,2.314882848730668,1.5299034555328804e-16,H1ESC
ENSG00000096092,2.106193907892072,5.0455083961322805e-29,H1ESC
ENSG00000184304,2.069470577621782,4.518642279582798e-47,H1ESC
ENSG00000176438,10.125200848152577,9.413254940632547e-42,H1ESC
ENSG00000153317,2.321607062798702,3.289974711180064e-73,H1ESC
ENSG00000182197,3.72926688178387,1.4439915430227334e-70,H1ESC
ENSG00000100196,4.83421781016664,1.5141362139404723e-171,H1ESC
ENSG00000183023,5.177270924779268,9.028529239075017e-153,H1ESC
ENSG00000188549,6.881882539817074,8.020153160111079e-106,H1ESC
ENSG00000166173,2.437256014057719,3.8252964956605016e-50,H1ESC
ENSG00000112977,3.264118200218672,2.800250623230889e-87,H1ESC
ENSG00000180801,3.218741729337456,7.458427451994788e-95,H1ESC
ENSG00000170390,7.316008905975049,3.7351929179789336e-104,H1ESC
ENSG00000197442,2.908070592508373,8.181670221762418e-23,H1ESC
ENSG00000233621,2.4879763207090937,6.9388715319371e-09,H1ESC
ENSG00000183840,2.4222745502064065,1.2694664353555002e-10,H1ESC
ENSG00000261040,4.978644610536763,6.487036672652548e-30,H1ESC
ENSG00000103381,2.9729180515967593,9.551633141006216e-104,H1ESC
ENSG00000133121,3.8563849370109113,8.053717229776665e-138,H1ESC
ENSG00000113070,2.162655403740146,1.6291016438090905e-10,H1ESC
ENSG00000173905,2.3846108441707754,8.324114332677939e-57,H1ESC
ENSG00000154188,4.29787863057619,3.015916963899541e-134,H1ESC
ENSG00000139211,4.745201142173847,1.8893074968122593e-88,H1ESC
ENSG00000175764,3.3911723320516463,7.0824518369034e-23,H1ESC
ENSG00000137449,4.238326974684943,3.0184136903394294e-71,H1ESC
ENSG00000076356,4.47785191487609,6.81538412223878e-96,H1ESC
ENSG00000175806,2.572134904667104,3.1118258625329723e-35,H1ESC
ENSG00000183569,2.8355617460307507,1.4454592088665922e-07,H1ESC
ENSG00000004776,7.675381040539659,2.412256952871088e-18,H1ESC
ENSG00000126524,3.2388828531547036,8.709956080817532e-112,H1ESC
ENSG00000168685,10.496507093480869,3.386076656544613e-33,H1ESC
ENSG00000116962,2.4848483766963683,6.518637094951091e-102,H1ESC
ENSG00000128340,4.416052443368094,2.595068786518446e-32,H1ESC
ENSG00000140859,4.090937499408784,4.4574571709538056e-64,H1ESC
ENSG00000182621,2.28726507498742,5.680703740164313e-22,H1ESC
ENSG00000197614,8.095754332658945,2.2219408508355446e-13,H1ESC
ENSG00000095383,2.722949202491587,1.3466540604247993e-75,H1ESC
ENSG00000049245,2.5301057274961587,4.520944954540796e-86,H1ESC
ENSG00000168615,4.50504654927909,9.592430288782068e-258,H1ESC
ENSG00000179820,2.7142657533611647,1.0719629620963615e-97,H1ESC
ENSG00000124788,3.9416645950867415,2.6460687178888206e-64,H1ESC
ENSG00000137831,3.1999669223518556,3.7003695127586906e-25,H1ESC
ENSG00000034533,6.821547643294886,6.824438533246192e-11,H1ESC
ENSG00000100934,2.4190615229713077,6.023910059858609e-96,H1ESC
ENSG00000119699,2.7758724300886666,4.236664440092721e-08,H1ESC
ENSG00000106034,8.803661318452491,1.169711251631661e-131,H1ESC
ENSG00000136960,3.077279238712901,7.986272175406424e-11,H1ESC
ENSG00000175662,6.140568687405034,1.2449621317417326e-146,H1ESC
ENSG00000048828,2.0352040344902362,6.317418864414032e-80,H1ESC
ENSG00000197467,3.3120245360595537,3.4635139574576126e-95,H1ESC
ENSG00000162599,2.354043762968943,3.542551261112747e-32,H1ESC
ENSG00000164932,5.4313612642874185,2.3041238355585686e-56,H1ESC
ENSG00000258484,7.750965057358531,0.0042268765944054555,H1ESC
ENSG00000022277,2.0244798997326843,2.0097884084477063e-67,H1ESC
ENSG00000174099,6.915662097316959,1.194532307854761e-240,H1ESC
ENSG00000198873,2.6785163430780887,1.5573567168596358e-18,H1ESC
ENSG00000162368,2.495241997888874,1.4021310530687188e-91,H1ESC
ENSG00000215717,2.08649540193772,2.396078526766878e-43,H1ESC
ENSG00000006534,7.616907277693485,1.1170519652473601e-55,H1ESC
ENSG00000108509,2.444872467855693,3.069814134064551e-63,H1ESC
ENSG00000013364,6.095943385340115,0.0,H1ESC
ENSG00000188643,4.69470951116053,9.851784200814219e-142,H1ESC
ENSG00000131378,3.7625266538512863,4.1490649941678927e-125,H1ESC
ENSG00000258824,5.121312113910215,0.03185511859598419,H1ESC
ENSG00000273096,2.7523643018520634,0.012247270482215994,H1ESC
ENSG00000121691,2.1570809396347643,2.076309065752846e-40,H1ESC
ENSG00000102452,2.4297653433347377,1.092098993972718e-14,H1ESC
ENSG00000164171,3.4999644695118337,2.687751035059896e-46,H1ESC
ENSG00000160013,12.443362321727793,2.1452655679278557e-06,H1ESC
ENSG00000151164,3.874130906295926,0.0005181195083484326,H1ESC
ENSG00000119917,4.639032792382108,2.8016338713682263e-38,H1ESC
ENSG00000172339,2.7054018307529586,3.5178259790748807e-32,H1ESC
ENSG00000277972,2.0645046647546743,2.9691923813264576e-31,H1ESC
ENSG00000181019,3.691213045875039,6.133121967101596e-19,H1ESC
ENSG00000105810,2.4126681626161806,2.243031828664405e-27,H1ESC
ENSG00000156050,4.60268909438681,8.054495078537256e-27,H1ESC
ENSG00000115461,6.020254669638572,3.294429992129805e-99,H1ESC
ENSG00000075399,2.604976717741428,3.3454252605916617e-22,H1ESC
ENSG00000128641,2.286448861210203,3.5297373097753994e-75,H1ESC
ENSG00000124098,2.0852500968954515,3.94470107946426e-19,H1ESC
ENSG00000257303,3.95566934291565,0.004824060700951963,H1ESC
ENSG00000107249,5.25643235626045,2.9562745414069675e-70,H1ESC
ENSG00000130045,2.3940360831906817,3.1387890188438523e-10,H1ESC
ENSG00000118495,4.789452962182376,1.419624138614176e-76,H1ESC
ENSG00000113916,2.2113443126995347,3.60415992444852e-46,H1ESC
ENSG00000157379,2.101712410392537,4.014403684188745e-33,H1ESC
ENSG00000253200,2.286896461459085,2.533591963031e-12,H1ESC
ENSG00000119185,2.5219389521359554,2.0035988621927426e-63,H1ESC
ENSG00000273763,3.122845086441081,0.004011109811531335,H1ESC
ENSG00000144152,3.331394193931762,1.1114538467142173e-06,H1ESC
ENSG00000173559,4.818637522083779,7.399087002945463e-222,H1ESC
ENSG00000103187,2.1841332204716712,1.6265256368100826e-72,H1ESC
ENSG00000136279,2.6404382731268954,1.2724786944367356e-108,H1ESC
ENSG00000231290,4.725787468180131,3.6229749196610675e-13,H1ESC
ENSG00000087303,4.543232061877285,1.0041397432843512e-206,H1ESC
ENSG00000100100,3.095947139122457,7.971835374707724e-29,H1ESC
ENSG00000154127,2.8959964274726993,1.483034129326111e-73,H1ESC
ENSG00000179859,2.630276926047163,3.5907391922292505e-12,H1ESC
ENSG00000120725,4.600090844763363,1.5269945648548405e-111,H1ESC
ENSG00000124191,4.4665422947238955,6.38701724029883e-81,H1ESC
ENSG00000122884,3.0723027496300315,3.6142042014353254e-39,H1ESC
ENSG00000078808,2.1068358952320456,3.4560816884262847e-65,H1ESC
ENSG00000125618,5.891706818794441,0.00024655139703882843,H1ESC
ENSG00000110693,5.322457688115135,1.88081695733307e-11,H1ESC
ENSG00000176697,3.991392405109562,1.1008589922111956e-71,H1ESC
ENSG00000069943,2.0749761346993125,2.807342570039832e-17,H1ESC
ENSG00000104936,2.6225402077992612,2.001543220802291e-31,H1ESC
ENSG00000011422,3.226101357488412,4.747840087009113e-65,H1ESC
ENSG00000234719,7.124851236468986,0.005159800029692782,H1ESC
ENSG00000171587,3.4913412589954222,1.14521225642314e-20,H1ESC
ENSG00000135677,2.1226866117312477,5.573968904639732e-92,H1ESC
ENSG00000177675,3.82409839170483,4.321862593577524e-11,H1ESC
ENSG00000154511,2.4407759111019467,4.501130020600398e-48,H1ESC
ENSG00000165521,4.559474770377555,2.0920983745642156e-49,H1ESC
ENSG00000173039,2.0478668923509487,1.3097897981337428e-58,H1ESC
ENSG00000164713,2.0793751300499212,4.092029083797444e-65,H1ESC
ENSG00000132824,2.314326537290795,8.786639513892978e-69,H1ESC
ENSG00000274315,2.1898745547043927,0.002348191843499556,H1ESC
ENSG00000135047,2.85998657352401,5.8386613086461736e-120,H1ESC
ENSG00000156113,4.162577938145176,2.7872329185321263e-53,H1ESC
ENSG00000164674,3.6976425803892163,9.297446035764046e-21,H1ESC
ENSG00000197429,2.3032355250341796,7.402389877971245e-37,H1ESC
ENSG00000171631,4.89530659614394,0.0007843087098211477,H1ESC
ENSG00000101333,3.1087278960064095,2.053122321279534e-79,H1ESC
ENSG00000148180,3.2452800603620373,6.200369087770409e-71,H1ESC
ENSG00000138172,5.152722131061613,9.699225925133264e-92,H1ESC
ENSG00000114270,4.039087544168945,3.852813627822615e-101,H1ESC
ENSG00000184588,2.316419612002473,3.6422782141780514e-26,H1ESC
ENSG00000221968,2.0918788048934527,2.794786128623236e-72,H1ESC
ENSG00000239697,2.3678428664605344,2.7340859800237744e-20,H1ESC
ENSG00000153976,3.096288802231273,1.2290716898311867e-37,H1ESC
ENSG00000105137,3.0051114377918693,1.1447637381977938e-130,H1ESC
ENSG00000128595,2.733299347410404,8.173289268495106e-172,H1ESC
ENSG00000166275,2.4958332777582704,3.0309807133528523e-18,H1ESC
ENSG00000112246,6.858874488243503,5.410578367309395e-92,H1ESC
ENSG00000068028,2.0416432153178428,8.387681867936643e-35,H1ESC
ENSG00000143507,5.051697304743073,4.758046144702746e-71,H1ESC
ENSG00000283538,5.245805536768225,0.028917274741460105,H1ESC
ENSG00000228768,2.0386260411570882,0.021071417873497703,H1ESC
ENSG00000245937,2.4523456746990844,5.824073885414281e-24,H1ESC
ENSG00000164172,2.092583306550558,3.163803539154963e-42,H1ESC
ENSG00000010438,11.237033138974445,1.926510086270763e-05,H1ESC
ENSG00000285973,2.127025173909624,0.04901732444683924,H1ESC
ENSG00000152465,2.0674202647582014,4.38479874177559e-11,H1ESC
ENSG00000110719,3.024743993515144,4.2450516561435225e-83,H1ESC
ENSG00000154229,3.1293085180812907,8.156634875611217e-107,H1ESC
ENSG00000269834,4.040792031984437,0.00029570532849648723,H1ESC
ENSG00000237172,3.9807861485224922,7.090787418303686e-93,H1ESC
ENSG00000151491,3.8696718141115207,1.4545293832424594e-115,H1ESC
ENSG00000137463,3.2217032004472816,1.3410344742442771e-08,H1ESC
ENSG00000173641,8.597763675032633,3.326646528990012e-21,H1ESC
ENSG00000116663,3.871290827944309,3.4584376735304755e-11,H1ESC
ENSG00000168487,4.365191618488093,9.566774855998707e-108,H1ESC
ENSG00000252835,2.984752532942578,1.2847625744201246e-20,H1ESC
ENSG00000113732,2.642661596208004,5.756987679466548e-55,H1ESC
ENSG00000158828,3.0023111972319096,3.80823541796995e-79,H1ESC
ENSG00000260877,6.1678027110774885,0.014238813522620457,H1ESC
ENSG00000234494,4.8606053162936735,3.0306543667601364e-13,H1ESC
ENSG00000099250,7.26131571346858,0.0,H1ESC
ENSG00000073756,8.984231470551007,4.749134385148083e-72,H1ESC
ENSG00000237803,6.272107136719801,0.012198602810543736,H1ESC
ENSG00000169507,8.645031032962502,0.0008901320687032065,H1ESC
ENSG00000132510,2.358260441499331,4.185836211467548e-27,H1ESC
ENSG00000259426,4.225844344096121,1.5636960104776518e-10,H1ESC
ENSG00000255346,5.90162010505217,0.01821990083700305,H1ESC
ENSG00000135318,8.236905504843548,2.6521140113477998e-284,H1ESC
ENSG00000137198,2.8848197904451793,1.5400816366905945e-14,H1ESC
ENSG00000270194,2.0406449489351375,3.596918165271693e-07,H1ESC
ENSG00000225746,8.247545394313468,7.885883166168245e-48,H1ESC
ENSG00000087116,3.1418302565477036,4.448259166190797e-106,H1ESC
ENSG00000145246,3.943892660405495,1.9177171839106727e-88,H1ESC
ENSG00000230082,2.6431349548350314,0.0004555268861510767,H1ESC
ENSG00000151348,2.0016203972054534,9.362020025818721e-62,H1ESC
ENSG00000127920,4.876185168688793,1.1265621222810646e-118,H1ESC
ENSG00000008256,2.667230581898853,5.3770674338202336e-61,H1ESC
ENSG00000171889,5.778963505956791,6.628717829578777e-26,H1ESC
ENSG00000168405,4.958632340173505,3.3313507721180145e-08,H1ESC
ENSG00000116701,4.379370335241858,7.668469584428383e-05,H1ESC
ENSG00000186889,2.511356134814097,3.9888697264622585e-10,H1ESC
ENSG00000105755,2.754645019497221,6.460332647733084e-34,H1ESC
ENSG00000139793,5.919461586402117,8.009448117751141e-111,H1ESC
ENSG00000105971,5.499501166690751,3.685909197364553e-159,H1ESC
ENSG00000125520,2.5492398911485528,2.9070246122736374e-47,H1ESC
ENSG00000101188,2.9485131357178456,4.938252915676594e-14,H1ESC
ENSG00000261582,2.2519248362987434,0.009268354405171842,H1ESC
ENSG00000167778,3.6217208539303614,5.987193825360289e-148,H1ESC
ENSG00000114853,3.440998165189389,2.2442978683145474e-72,H1ESC
ENSG00000038945,7.1226371391782015,8.42719385386213e-06,H1ESC
ENSG00000134153,2.649134220041411,3.4048260377206246e-65,H1ESC
ENSG00000253537,2.806572494926051,1.6596824330383925e-06,H1ESC
ENSG00000106819,10.460389301791151,6.41931403929161e-05,H1ESC
ENSG00000124570,2.3825717489583216,6.808710631253022e-45,H1ESC
ENSG00000118515,2.8175288865652623,6.033372737022376e-59,H1ESC
ENSG00000070882,2.5962711206888955,1.9388999457933787e-86,H1ESC
ENSG00000169126,2.2359426767291173,1.0796905785830808e-17,H1ESC
ENSG00000065308,3.743910413982742,4.68535669232556e-239,H1ESC
ENSG00000244694,3.6171605883728297,6.318876448062598e-07,H1ESC
ENSG00000171466,3.4890426290726655,1.853831009591213e-69,H1ESC
ENSG00000105976,3.5188802324121053,7.168309647124962e-83,H1ESC
ENSG00000196935,2.8960050154246932,1.1005836779985641e-96,H1ESC
ENSG00000136830,3.496088327372965,6.142203763472159e-135,H1ESC
ENSG00000114779,2.875371396762014,5.635535419604864e-49,H1ESC
ENSG00000116871,2.4277820042256635,5.192737802288959e-76,H1ESC
ENSG00000173530,3.8925868963471997,2.4416910456602333e-103,H1ESC
ENSG00000196460,2.743919000485483,1.5245751075856512e-08,H1ESC
ENSG00000073969,2.4055637702884036,1.4311899970958117e-44,H1ESC
ENSG00000140450,3.8956827532092784,2.1772481139413784e-24,H1ESC
ENSG00000122870,6.552803555842707,3.117825663605178e-217,H1ESC
ENSG00000169231,3.5049509994335093,5.3057389526128617e-42,H1ESC
ENSG00000152332,3.171987396656346,8.986538760940544e-186,H1ESC
ENSG00000258399,6.869938736290085,8.645154548924655e-14,H1ESC
ENSG00000142173,3.470616568558072,5.483454910836602e-127,H1ESC
ENSG00000143995,7.996295119109418,4.987336333036632e-100,H1ESC
ENSG00000119801,2.091096145076179,4.308307950960841e-27,H1ESC
ENSG00000184988,2.358287926217126,6.74569913772322e-24,H1ESC
ENSG00000246640,3.031603404426367,0.00038098829855888553,H1ESC
ENSG00000159176,5.006501265610363,0.0,H1ESC
ENSG00000116675,2.4830124322043323,9.40124018323554e-42,H1ESC
ENSG00000226312,5.560290089164777,0.0226052787092757,H1ESC
ENSG00000021762,2.6793575139479597,7.278809759713512e-63,H1ESC
ENSG00000235609,2.966418043200759,4.567597077539792e-08,H1ESC
ENSG00000138131,7.658365583522793,3.835549481009957e-62,H1ESC
ENSG00000057657,4.94680688650825,3.302396913347683e-45,H1ESC
ENSG00000235927,2.7446816443027466,7.347672198714386e-10,H1ESC
ENSG00000229951,6.069889074858602,0.014722851530005611,H1ESC
ENSG00000103066,2.6432075687562784,2.7883075485097412e-65,H1ESC
ENSG00000135046,7.784393899788881,0.0,H1ESC
ENSG00000169583,5.934478338224142,2.6927009918543202e-09,H1ESC
ENSG00000168679,6.355073153765799,7.949433591654575e-48,H1ESC
ENSG00000270820,2.2939801018471164,7.819653281224072e-07,H1ESC
ENSG00000250303,2.4492257924371126,8.358279194530454e-06,H1ESC
ENSG00000182578,4.136600231265455,0.00015636511346518129,H1ESC
ENSG00000109511,6.365159776177068,0.011552527285804049,H1ESC
ENSG00000136240,2.6550557277494313,1.2852855992118593e-92,H1ESC
ENSG00000186318,3.9282997676341864,1.094933671138173e-118,H1ESC
ENSG00000136026,3.2863549424026695,2.8372335662886618e-179,H1ESC
ENSG00000150051,6.543018471494414,1.8283369634534847e-62,H1ESC
ENSG00000134072,2.8169541136068315,1.5665037590934054e-27,H1ESC
ENSG00000020181,4.649308646264076,8.236547016018677e-184,H1ESC
ENSG00000129009,5.226736825108665,5.591489363620018e-12,H1ESC
ENSG00000169432,4.200848348860161,1.7486337878797828e-102,H1ESC
ENSG00000180891,2.5717975852991826,8.710256238194424e-72,H1ESC
ENSG00000108691,4.1367714594962175,3.0532802518757043e-21,H1ESC
ENSG00000256235,2.30838608462689,2.2931235623079523e-24,H1ESC
ENSG00000259345,3.96158245934126,1.2183089810263148e-21,H1ESC
ENSG00000048471,2.1348179790053905,5.276127847381363e-49,H1ESC
ENSG00000138760,2.1239773109284474,4.075947735055042e-82,H1ESC
ENSG00000129055,2.4149292942133473,1.988263919967438e-56,H1ESC
ENSG00000143127,2.4009076774528646,9.563225771055165e-07,H1ESC
ENSG00000282849,6.112410085338995,0.014198678106811712,H1ESC
ENSG00000115641,3.199377802290759,8.460015255471384e-88,H1ESC
ENSG00000177981,2.453648937826176,1.6698572719354341e-46,H1ESC
ENSG00000185567,5.5764802938433355,6.672461395907698e-143,H1ESC
ENSG00000165124,3.974928180799737,1.1763202638120185e-36,H1ESC
ENSG00000135766,2.8267153825649123,1.1007791037086327e-72,H1ESC
ENSG00000106367,2.0850836206761705,4.023712087523434e-64,H1ESC
ENSG00000115561,2.9997569676252733,1.0751442826855099e-71,H1ESC
ENSG00000132000,4.324598337040904,2.767175043343638e-34,H1ESC
ENSG00000196576,2.0611627017205603,2.1636637571957006e-45,H1ESC
ENSG00000139304,8.035613868392588,1.145030687535489e-14,H1ESC
ENSG00000148848,5.918337516476663,8.892718051042453e-36,H1ESC
ENSG00000100599,4.359393632381127,2.0939762789537331e-69,H1ESC
ENSG00000198768,3.3571035626607753,1.9127557293687515e-19,H1ESC
ENSG00000122420,7.695785207436111,2.6013171966602107e-41,H1ESC
ENSG00000117143,2.5477866648001153,5.595507923718869e-25,H1ESC
ENSG00000162849,5.170373910259009,1.2012379486394163e-58,H1ESC
ENSG00000233608,6.236619624134643,1.8352779378515138e-161,H1ESC
ENSG00000125505,2.0411512408726185,1.7125192511947376e-68,H1ESC
ENSG00000134138,7.098240104623108,5.495887045913219e-77,H1ESC
ENSG00000180914,8.365139795061681,3.872439274271207e-304,H1ESC
ENSG00000253837,7.6757006196428765,0.002894646594055924,H1ESC
ENSG00000185634,3.9202715745319967,1.4904730096355438e-17,H1ESC
ENSG00000115091,2.211444430515713,2.2297939061204473e-92,H1ESC
ENSG00000182950,2.469032717483837,0.03527458744129421,H1ESC
ENSG00000183955,2.3838809437416733,1.18973107340438e-56,H1ESC
ENSG00000086062,3.0361847244216484,1.6910725471163345e-83,H1ESC
ENSG00000198682,4.778460100995845,2.4284434941260165e-124,H1ESC
ENSG00000162909,5.829511337350618,0.0,H1ESC
ENSG00000048405,2.358110142229788,5.672879280021896e-44,H1ESC
ENSG00000154736,3.4455929983474634,9.843424132302249e-18,H1ESC
ENSG00000198121,5.350769279348492,5.742048549466923e-81,H1ESC
ENSG00000168994,5.861169600468959,1.0560340708211156e-111,H1ESC
ENSG00000145022,3.396154765751397,1.093209970520358e-67,H1ESC
ENSG00000258727,2.701370663613906,8.569624840005718e-11,H1ESC
ENSG00000154319,6.197755875570328,4.651245479493241e-83,H1ESC
ENSG00000066322,2.9210266752540894,9.453079955722696e-88,H1ESC
ENSG00000162434,2.6477505599595808,4.005010232463946e-119,H1ESC
ENSG00000164692,6.364029228103644,6.013149229889671e-204,H1ESC
ENSG00000185404,5.261248587468637,1.8300451111032953e-50,H1ESC
ENSG00000171055,3.25912003376096,9.8579553720012e-121,H1ESC
ENSG00000124942,7.060126372030588,0.0,H1ESC
ENSG00000146376,4.22513062520257,1.0473693478430092e-210,H1ESC
ENSG00000186470,2.1725792140535916,7.739811207999535e-15,H1ESC
ENSG00000254685,2.2510238722714084,1.7112676819334193e-16,H1ESC
ENSG00000117298,2.228988286558002,2.1012284389199604e-70,H1ESC
ENSG00000280211,2.289648421158693,0.004478618106780291,H1ESC
ENSG00000271643,2.016655365714819,1.9642906814411683e-16,H1ESC
ENSG00000012171,2.8235784330261318,1.4863078089944926e-24,H1ESC
ENSG00000133019,2.024167543482586,0.011531855116206783,H1ESC
ENSG00000171346,3.1237473996536296,4.245299090880257e-12,H1ESC
ENSG00000159200,4.083353356346717,5.492314361982399e-100,H1ESC
ENSG00000159231,2.5320046625753667,2.4578154854995008e-17,H1ESC
ENSG00000206190,4.210093348152511,4.5232255488834094e-117,H1ESC
ENSG00000236013,4.6110896125922896,0.04438424425815916,H1ESC
ENSG00000114480,4.055906983335433,4.499965537325837e-130,H1ESC
